GroupHUMAN_GBM_CSC	GroupHUMAN_GBM	GroupHUMAN_HSC	GroupHUMAN_MACROPHAGES	GroupHUMAN_MONOCYTES	GroupHUMAN_GRANULOCYTES	GroupHUMAN_ESC	GroupHUMAN_IPSC	GroupHUMAN_B_CELLS	GroupHUMAN_NEUTROPHILS	GroupHUMAN_T_CELLS	GroupHUMAN_CD4	GroupHUMAN_CD8	GroupHUMAN_NK_CELLS	GroupHUMAN_DENDRITIC_CELLS	GroupHUMAN_DENDRITIC_CELLS_pDC	GroupHUMAN_FIBROBLASTS	GroupHUMAN_ASTROCYTES	GroupHUMAN_OLIGODENDROCYTES	GroupHUMAN_NEURAL_STEM_CELLS	GroupHUMAN_BREAST_CANCER	GroupHUMAN_AML_KASUMI_CELLS	W_1	W_2	W_3	W_4	W_5	W_6	W_7	W_8	W_9	W_10	W_11	W_12	W_13	W_14	W_15	W_16	W_17	W_18	W_19	W_20	W_21	W_22	W_23	W_24	W_25	W_26	W_27	W_28	W_29	W_30	W_31	W_32	W_33	W_34	W_35	W_36	W_37	W_38	W_39	W_40	W_41	W_42	W_43	W_44	W_45	W_46	W_47	W_48	W_49	W_50
SRR2069387	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.333910438733116	-0.157154956995277	-0.166484131641707	0.0875209537015771	-0.0069405484000629	0.0316821714409676	-0.0703028433784631	-0.116135440910872	0.116640544686245	0.0642632903546298	0.109095652543493	-0.0500924289617903	-0.129294221531322	-0.112048463325383	0.0879604306386615	0.0656152682281209	-0.0913460371199721	0.258849431687656	-0.154026175455718	-0.0511734904872536	-0.0510983297452707	-0.127454353746457	-0.0750371134550205	-0.158981166273601	-0.142403148504551	0.105848517767027	-0.0621979156102494	-0.132379797437205	0.0919579447343553	-0.129445936545402	0.0105002979995914	0.0262987111982588	-0.0378638042818232	-0.0740518038109138	-0.0020154982409582	-0.00754815558514041	-0.0191525404528163	0.0834013416522467	0.0103089043478887	-0.0621442961923649	0.157276210798637	0.108303810500304	0.0633198350321541	-0.0254725419783686	0.0953241107921021	-0.0271283528930193	-0.115454819777267	0.0479589998149453	-0.104892544328953	0.0857300911996869
SRR2069388	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.332315595472475	-0.164372644341427	-0.187176158458067	0.0835479050290374	-0.0340423637530295	0.0334383621988066	-0.0518565034990685	-0.118866682936697	0.121040900385102	0.0577645952488461	0.108721802550233	-0.0319311387939676	-0.121750799516563	-0.110919782678987	0.0986929893466458	0.0687789574882841	-0.0857687128771319	0.24805464144179	-0.163189868157058	-0.0521099407476087	-0.0573736298226019	-0.139462238009066	-0.0741830915355945	-0.17178430565632	-0.148200098798373	0.107046038084619	-0.0689900819079747	-0.125532158294492	0.0858164127406683	-0.121349406133539	0.0104026500416302	0.019818913660325	-0.0255123103517373	-0.0812729111315472	0.0027817862416695	-0.00765859231736128	-0.0253367308137319	0.0814688835037807	0.015330772050879	-0.063064042021367	0.153402565601804	0.109773291353528	0.0630438987041204	-0.0266052728515967	0.0980662893359265	-0.033616034943876	-0.117965637408832	0.0374869743814379	-0.101438900564994	0.0885325097860708
SRR2069389	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.342909859927442	-0.163338726062676	-0.170017917533636	0.0873103239011495	-0.0162051479797142	0.0368274887765682	-0.0641103020372643	-0.119416259044878	0.119821246723568	0.0638413230175564	0.106772367785508	-0.0432862633283141	-0.135226707231089	-0.121055481858217	0.0915486692236939	0.0631864710053167	-0.0911846288728146	0.256609853231203	-0.165091858878738	-0.0524396898241376	-0.0459162291182346	-0.133546758661502	-0.0749649773930335	-0.167764638907882	-0.144896645458156	0.109439128633568	-0.0624419836708367	-0.133340058738604	0.0880449453943487	-0.125585803818338	0.00717179910947115	0.0210586117743979	-0.0370163810259204	-0.0821031857851488	0.00599424524911033	-0.0107212296567466	-0.0249853898510412	0.0856548780156558	0.0135894830122712	-0.0619436056680269	0.157979913849419	0.11021179745117	0.0621621862436911	-0.0213714694461256	0.0962528402657915	-0.0331687816081055	-0.121137954944231	0.0436505366241877	-0.0979076731465504	0.0858480373159139
SRR3713907	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.299749707164902	-0.151174375673366	-0.204791722150444	0.00138500721210465	-0.108318009264459	-0.0272155836230459	0.045590076082811	-0.0637358117070949	0.0576152335586352	0.00563643809293973	0.138134939850707	0.0503986335539068	-0.0142921841653743	-0.10097052577814	-0.0693616143693862	0.148036729569762	0.0713962476320996	0.0580588119786269	-0.0559668237816704	-0.11623470772711	-0.0119554028897561	-0.245264066630116	-0.302700679687601	-0.0198871609859411	-0.0170347530285537	0.0164422567781152	-0.0682079363905879	-0.00946798459089957	0.0494959180806683	0.0180384965924778	0.00522019144857195	0.0146708830127865	-0.0737872897956992	0.0283775367079555	0.00863586594945234	-0.033446968868249	-0.0486987597978392	0.0515702603032895	0.026347107453163	-0.0690440630586964	0.0737075122891633	0.110015489781419	0.14799880019461	0.0646388860082403	-0.05156090674649	-0.0677944950744756	-0.0832591327359411	-0.0451546029216414	0.0172989810754295	0.0265139680194079
SRR2453315	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.415996358232848	-0.198422656417773	-0.184134912284436	0.0483008832624117	-0.0159165313960974	-0.0603963991091956	0.0766350218414428	-0.0992031663267858	0.0260052624229954	-0.00382034896824091	0.00618590410216129	0.0145636976294049	-0.140315096975964	-0.23017183561588	0.0903728110706016	0.0869386949135215	-0.0578176792170529	0.236428939411058	-0.0868837301948487	0.125854287374921	0.01613755914096	-0.158971456672542	-0.223232005175571	-0.111015565370917	0.0210355562894498	0.0703559673912624	-0.0562443633222245	-0.0323679117979707	0.0557328570471807	-0.0147863767776328	0.0458187577382062	0.044001150633524	-0.0664764394293648	-0.0196713903335098	-0.0160703400891329	-0.0115768522980868	-0.106052485450229	0.0905669148333324	-0.0206677495829084	-0.0310138784887329	0.160717409528967	-0.0211896270440855	-0.00733372680274436	-0.0677846242909146	0.00751503103884667	0.00691772980456625	-0.0696566843882287	0.0700552834499514	0.0364757569076718	0.0232977224265627
SRR2453316	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.415095991773052	-0.188365295233285	-0.181567985388661	0.0462898980122625	-0.0234919643727679	-0.0582757016058376	0.0747643057979784	-0.0880352451322508	0.0189889509367454	-0.012513446806521	0.000899715213661469	0.0157030308337768	-0.144638305815021	-0.238956979680119	0.0995288440192678	0.082886384268521	-0.0591154282954417	0.240694546724346	-0.0866828217446095	0.134229927005192	0.0190598729075191	-0.153082084286981	-0.216289392924083	-0.100065347328703	0.0273117201836613	0.0677256471969532	-0.0531764146476774	-0.0249060334463641	0.0519777132311583	-0.0068826640580662	0.0486102682632602	0.0441400424291504	-0.0596156616813063	-0.0280076699297938	-0.00963592037737592	-0.0122544008493008	-0.10275932008242	0.0892827726724986	-0.0210158069305174	-0.0295957763630411	0.152540789953069	-0.0121733357894783	-0.00497719461415783	-0.0681239550389998	0.00828628892302392	6.1639023632974e-05	-0.06773634577467	0.0633971715913611	0.0386638827953492	0.0197069047894634
SRR2453317	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.418688055386826	-0.192925992999023	-0.18334178816387	0.0461522703120877	-0.0186215962588483	-0.0614996176835919	0.0752785954883924	-0.0818501846351208	0.0135614699427043	-0.0140421840898291	-0.000398573920064673	0.0157026071015506	-0.149226271605509	-0.243137843264988	0.100627132315431	0.0827829505272873	-0.0600392717078826	0.241638184178168	-0.0868872888002491	0.140922175284376	0.0173138062623011	-0.1508208486727	-0.2110330121497	-0.102404423519264	0.02586906724753	0.0722510131080711	-0.056171519681865	-0.0241239177746558	0.0549823915124454	-0.00743693701960519	0.0504362628027511	0.0433211673326478	-0.060154982174799	-0.0274216700330541	-0.0111601000330932	-0.00619950740647729	-0.0974935002323555	0.0899157973568433	-0.0253571695558875	-0.0279547785155521	0.153113778243523	-0.0114920464461513	-0.00356129865713169	-0.0683313015438396	0.00707471980422499	0.00463893153430276	-0.0709882100376849	0.0662637847594492	0.0357312021614743	0.0172854669264158
SRR2453328	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.406191442983957	-0.170913939517912	-0.184263186682044	0.0384305829825824	-0.0123184530259635	-0.050008180019282	0.0746764997862575	-0.0898814214804646	0.0331460123350349	-0.0171079857817252	-0.0120405254969397	0.0184388510951305	-0.149670834274512	-0.231502741066858	0.102226250394651	0.0956602767230536	-0.0559991863991342	0.23177746220353	-0.0989048939760993	0.160968365029102	-0.0151433392922396	-0.142197790346783	-0.208291074050454	-0.121881106990288	-0.031045751039183	0.0735160561417173	-0.0546298298175015	-0.0337889419937214	0.0536613087323939	-0.0298079025219355	0.054815475668012	0.0478480459215446	-0.0737568167377369	-0.0340586124388141	0.0102390999165137	0.0191191524352753	-0.0778378714179756	0.0933805617731183	-0.025289055187559	-0.00838290500649781	0.149409545848394	-0.0480484833181689	0.00600947960187607	-0.0623267176401188	0.0155110849627328	0.0109446528422523	-0.0548330045769754	0.0436066592723104	0.0315623128510402	0.0292999066552509
SRR2453329	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.383943364933733	-0.156984400887392	-0.184374355927534	0.034208530306601	-0.0176984055696896	-0.0479921437952531	0.072268527229727	-0.0958697753472013	0.0383388361936076	-0.0176652448661853	-0.0149340483928541	0.023993625677522	-0.138415345294916	-0.209079371541258	0.0949148910617953	0.0940011542241484	-0.0492422858610904	0.212380659692241	-0.0957218737388421	0.157493142161242	-0.0275284294881628	-0.144948593379015	-0.21105121929642	-0.129528947029055	-0.0408526671864535	0.0651824104392026	-0.0509786044891369	-0.0362089462323016	0.0554377409321372	-0.0344732002465452	0.0537458406091295	0.0475089016004411	-0.0756052709651669	-0.0378918988805936	0.00962970001877733	0.0256083092481273	-0.0793461169028964	0.0946330508275936	-0.0256525445022405	-0.0086151843206055	0.144930080371525	-0.0444836617716444	0.00352049807406323	-0.0676792904167747	0.0165893502497722	0.00597757289002078	-0.0544881453795223	0.0376790569572075	0.022742308055264	0.0347181995412092
SRR2453330	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.307464719292264	-0.119621688097135	-0.159051120660586	0.0341330226100628	-0.00862800809695007	-0.0440508857138316	0.0658816614953133	-0.0913805907137355	0.0601257112303295	0.0011811959724317	0.00798250422539886	0.0272303747668112	-0.112215565946768	-0.13837166638116	0.060801195462489	0.096189281003879	-0.0401764948532243	0.167303221803401	-0.0855021673307788	0.118837413572049	-0.0412075042638537	-0.149372504981232	-0.20308179440044	-0.125637904903181	-0.0417109978366478	0.0543218569326464	-0.0380316340246386	-0.0429917405982395	0.0544348707909063	-0.0385973284510784	0.0497056204480895	0.0476037558902759	-0.0697102549008462	-0.0325790164143614	0.0132458847528395	0.0188817551739003	-0.0749344892914201	0.0817638634936594	-0.0154546584017569	-0.0101902820437833	0.136606677720903	-0.0335253995947038	0.0116130297548132	-0.0588191340947243	0.0217489341473009	-0.00240187409831826	-0.0524599364062816	0.0221963433278379	0.0118752985827368	0.0318188586004154
SRR2453331	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.418253845685368	-0.184788945468563	-0.188213131430485	0.0455990768828518	-0.0116109302177956	-0.0496584875589126	0.0734303257596641	-0.0795462263246924	0.0225255052229073	-0.00883361508348019	-0.00518391674293232	0.0124667721415238	-0.147385171056915	-0.250818618057602	0.105546539350547	0.0914786458125997	-0.0595534835118345	0.24734870206326	-0.0984210905957293	0.155060860589223	-0.0084413077488708	-0.13593647549992	-0.192331708104841	-0.13137816280506	-0.0310102555106787	0.0773056378950679	-0.0579356806569368	-0.0295238556645677	0.0537721978003055	-0.0254865421750622	0.0611863208114727	0.0509930164331004	-0.0714947965594528	-0.0321188292611703	0.00570486250116155	0.0213754688889725	-0.0769004902865415	0.0983084341226122	-0.0313115152373847	-0.00737168159062744	0.142415388686756	-0.0400158829403337	0.00367312620597427	-0.0633547940444235	0.0150761187028345	0.0144432366501457	-0.0613904886781172	0.0472776299225256	0.0315891136671786	0.0299386670993081
SRR3470678	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.343298819480365	-0.136216497194293	-0.15285345406914	0.0637968579714663	0.0249955745188452	-0.069539630944251	0.0633080368927779	-0.0150960853945089	0.0504174640221819	0.0259252508980523	0.0413361036781873	0.0101994349360954	-0.125066765011383	-0.154029566873338	0.046974024521622	0.0927624501584867	-0.0839562861136438	0.180020986819184	-0.118417874435189	0.0767597202197258	-0.0145139734573833	-0.142742009010846	-0.194722806176266	-0.14435993568503	-0.0660238624816812	0.0843599093912483	-0.0252787235260273	-0.0390331985689096	0.0338173597011954	-0.0410272881103036	0.0491950800424834	0.0539321834803668	-0.0832821539904226	-0.0502077079837313	0.022946234255763	0.0206172119680125	-0.0539622009886885	0.0905896232860382	-0.0156012828766357	-0.0138733165198621	0.147117657249092	-0.0117140665614272	0.0250575054369978	-0.0449360178571062	0.0281480412641406	-0.0186365532494198	-0.0681246287754951	0.028151681141758	-0.0129923017060878	0.0531627822595792
SRR517997	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.258072067184094	-0.125455999025217	-0.126138320006322	0.0755947229503804	-0.0112203434030613	0.0107351454096459	-0.0156064836252322	-0.0928755710760957	0.0849706987883332	0.0609260803790629	0.0726293296498506	0.016176110757889	-0.0882144048723069	-0.0795450175308035	0.0182370795017727	0.0589016914027728	-0.0657893081040374	0.13204467660168	-0.135631107961046	-0.0161984593911336	-0.0247519625952716	-0.176594451394488	-0.134170073463894	-0.124785058650728	-0.0655760671983362	0.0825012856233027	-0.00912916267987441	-0.0804044019240624	0.0272009389849785	-0.065556012318917	0.0127039429219764	0.0283540658872053	-0.0474945099543232	-0.0418101267839669	0.0209439125006947	-0.000769495171185896	-0.0769254283760836	0.0652998181064083	0.0113442217145411	-0.030153252604483	0.145854391490902	0.000286668168853888	0.0198729674277785	-0.00263599167405129	0.0236166818898006	0.00983845812498299	-0.0396948803782607	0.0128976454838875	0.0143052913457193	0.0493616375129026
SRR2453301	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.420629690122911	-0.175012602343013	-0.180937719506312	0.0442347144932329	-0.0117039921603334	-0.037524002487125	0.0582166224016834	-0.103701612920613	0.0439896144627972	-0.0034226370798119	-0.0112692263658577	0.0205679424979306	-0.160082170829042	-0.234996917126346	0.10838868125505	0.0932033308345199	-0.0650180575538627	0.227445349062411	-0.115846809151186	0.14276436896021	-0.00695461781309598	-0.152848146999167	-0.201016954273272	-0.121967308332044	-0.0432431829368826	0.085473716495885	-0.0405952532349297	-0.0453173469313914	0.0351641814639183	-0.0398690617799396	0.0426753595937703	0.0380637026280906	-0.0691489629575622	-0.0399303386232488	0.0154108917073048	0.00993801427922217	-0.0852406707270573	0.0931421780154448	-0.027414665973813	-0.00858166513858135	0.155398908383703	-0.044901876717222	0.00974965275092122	-0.0441226188584009	0.0152511371535339	0.0132930116647609	-0.0571974197510859	0.0342474138354057	0.0386015337956741	0.0330367087446392
SRR2453303	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.400535857710515	-0.166312418779938	-0.163898699571398	0.0466230968171245	-0.0134917352287034	-0.0413985510032472	0.0664160392587002	-0.0957327803453084	0.0349064324215361	0.000932757965447785	-0.00402643693396117	0.0211048749984283	-0.149337816790168	-0.213927884346559	0.0960629494091883	0.0938294055598374	-0.071276060203121	0.20203726819872	-0.103309687573324	0.113545624143836	0.0234444361227258	-0.177976263430997	-0.209879822989562	-0.0917945567927706	0.0078093995166273	0.0675029614603372	-0.036881286065894	-0.0399813033580969	0.0309027118260383	-0.0212024759035377	0.0329085676189776	0.032139019782589	-0.0550158362214464	-0.027579719557755	0.00409869356191141	-0.0320519312572525	-0.1169426486147	0.0737394520629325	0.00242781106599954	-0.0264821234945085	0.170822099971164	-0.0349582266881077	0.00675813324383889	-0.0462502107579245	-0.00992100462311834	0.0130890142039656	-0.0566186135104584	0.0386615343322217	0.0508011061611237	0.0271971530854385
SRR2453304	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28098181955612	-0.11013491708297	-0.130931018287128	0.0459259899531774	0.000794122854633842	-0.0353838546573105	0.0586382960652035	-0.0858242777506012	0.0637787284137438	0.026871377074461	0.0271102766529605	0.0194581010373274	-0.101356587784811	-0.109735569602344	0.038385469688135	0.0950569448670199	-0.0572299813890676	0.139380141333578	-0.0877072909284564	0.0662499913929915	-0.00812667298656072	-0.174503018929719	-0.203166150170688	-0.0911332998816773	-0.00566843933061698	0.049582479859692	-0.0216649899824923	-0.0473501979708393	0.0353992231899991	-0.0295979589286949	0.0288781879489564	0.0325767888409506	-0.0530392086295486	-0.0248413590908051	0.0121188339317444	-0.0219806312409483	-0.10288919063046	0.062027598010585	0.0100869259767531	-0.0262734417570738	0.149188224503521	-0.0219808174667062	0.0184963161344097	-0.048609108862482	-0.00211552298802766	-0.00031594519329397	-0.0517426837803304	0.0185823280718242	0.0196364495739649	0.0255720969382735
SRR2453306	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.407872178445383	-0.16883289929752	-0.166517974075838	0.0496941971901141	-0.00457829611849404	-0.045135210793014	0.063702665377805	-0.0872354042916578	0.0414713541200062	0.00369335665141225	9.10751042920152e-05	0.0171102244829988	-0.152582476479037	-0.222285288442943	0.104333131081151	0.0858909656705317	-0.0763081683775154	0.224718623605482	-0.111863740745486	0.128659537440249	0.0116824444618357	-0.159842767440366	-0.19847536403995	-0.104271114777975	-0.0073362895585563	0.0750828274921173	-0.0322227344738635	-0.0428129817324373	0.0305709030054019	-0.0293386919750776	0.0394791345259811	0.0345251311122137	-0.0562843661107065	-0.0395766087843611	0.00747757389759908	-0.018698323958119	-0.105025120755024	0.0822539918710754	-0.00646997439889356	-0.0228856374336957	0.17054563848327	-0.0324108071979616	0.00937640172160365	-0.0425713736168715	-0.00167751956341494	0.00616984276559571	-0.0576238265927691	0.0348412423901672	0.040556772964207	0.0358889461901353
SRR2453308	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.420121120235953	-0.18599203188249	-0.177002265614803	0.0498327047471662	-0.0157908690571088	-0.048345713062294	0.074080366993102	-0.0899500361969376	0.0292505222520531	-0.00536158269069251	0.000799295785779962	0.0243151710060446	-0.150180732786992	-0.230616684930117	0.102730914486863	0.0954554457091822	-0.0686555475736537	0.213220622793398	-0.103068697725635	0.11869397605476	0.0284623383709485	-0.18190811546635	-0.208914695029021	-0.0849875875352524	0.0229907533767391	0.0755167537408233	-0.0397706393629076	-0.0365074737546926	0.0320446377851952	-0.0136999996189695	0.0314533361681872	0.0284060068460133	-0.0512641780580536	-0.0259646015874983	-0.00552505844590688	-0.03904724248679	-0.122405678279904	0.0781592549443733	-0.00138292626059654	-0.029110121872297	0.172603515834744	-0.0277395487683752	0.0111596526801457	-0.0468040005405491	-0.0144554573424031	0.0158539286783164	-0.0602653772752458	0.0420110605851913	0.0516489432030793	0.0261409543326883
SRR2453310	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.437736420497023	-0.189240077703647	-0.19403931600859	0.0497867651379039	-0.00151562753276338	-0.0596831614366743	0.0704293923987383	-0.0706906525512753	0.0333020041055713	-0.00806281402437658	-0.00606257487971211	0.0167185055263879	-0.165554613840903	-0.251904445976758	0.115964376486563	0.0944823834230112	-0.0746578184205892	0.248059651686663	-0.118694969223822	0.15863054664252	-0.00880174119067213	-0.142988360421858	-0.196606876016832	-0.12269152547993	-0.04617859395086	0.0926343260701375	-0.0440467167361921	-0.037255397857933	0.0358325888167018	-0.0339658935995181	0.0537247922890455	0.0421575135455594	-0.0673057708977561	-0.0489042213587047	0.0156076803370869	0.0180700604974135	-0.0797661142236816	0.0934172949928246	-0.0337554004198442	-0.00963219149890643	0.158291625182976	-0.0398573149762439	0.0120529443103904	-0.0537621937906706	0.0234519436817116	0.00806269109104043	-0.0606770168036185	0.0438055733338698	0.0340170269931395	0.036859689420733
SRR2734264	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.355109738250547	-0.133031351535261	-0.118983617448775	0.0343874036167201	0.0231714960373157	-0.0297738948959975	0.042357986866627	-0.134317837348134	0.0907242050495806	0.0354158129779118	0.0304805818523622	-7.61386369231414e-05	-0.142415574850142	-0.134630816009076	0.0346610651255399	0.110277275229016	-0.0336174375052167	0.165541815246237	-0.121228054045167	0.0821509908180331	-0.0497993165688163	-0.096558591575941	-0.222245206891978	-0.204090873677679	-0.125552292007245	0.0468194661526244	-0.0434537494782091	-0.0402781150622545	0.0657226302122848	-0.0470087083394495	0.119425972657117	0.0860269913230001	-0.107873187521191	-0.0361309809078752	-0.00640365164228782	0.0761375060873133	0.0187539123092516	0.0891837451157131	-0.0836409855497859	0.00255363711011446	0.15607246704833	-0.0705114624124618	0.00452226062284728	-0.0456189348306423	0.0403664727036248	-0.0344000517233109	-0.125939929767751	0.102871530229895	-0.0302914924869974	0.0329031503641846
SRR2734265	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.360562020401828	-0.132422588101228	-0.11509073180807	0.0301728498004426	0.0224223027147665	-0.0267601470370926	0.0418383935906479	-0.142983344329087	0.0992866169870663	0.0293995968059065	0.0359534193942562	0.000349487459049786	-0.148349866173415	-0.131223956217321	0.0350615261479953	0.114468536224282	-0.025432619150914	0.174044307328876	-0.121030512078411	0.0833141493146784	-0.0526438083549873	-0.0966992438932474	-0.236378229064639	-0.208509392235414	-0.125554866447479	0.0489588400226049	-0.0445005434519811	-0.0332026808370423	0.0610730242670745	-0.0430481631438345	0.128050193647267	0.0880090077762069	-0.110546053755301	-0.0360550658309874	-0.0128055807954908	0.0731708029835364	0.0151312433168094	0.091070170287475	-0.0892943204779675	0.00339740552101643	0.164249430509695	-0.0721238466941426	-0.00178155064015598	-0.0477562994876509	0.0415687107548404	-0.0274710126723814	-0.131601147012695	0.111195186980588	-0.0195194870923141	0.0284418893540164
SRR2734266	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.362566742499973	-0.134677279293985	-0.12236905520722	0.0351709538664873	0.0205504999523551	-0.0273947962147535	0.0388860009084036	-0.139458143526032	0.0981023841095552	0.0400262099714088	0.0376845256328257	-0.00302117483492769	-0.141992802496155	-0.144096569139955	0.0442670867744385	0.110644162573261	-0.0378448348987838	0.183890139503092	-0.122154708145065	0.0770869020098069	-0.053313495584954	-0.0937444559091474	-0.220589622895248	-0.205856806324284	-0.131675509402806	0.0578736877299813	-0.0460987260751838	-0.0404185008386552	0.0603025181697878	-0.051099997479023	0.114297765783852	0.0809042168492796	-0.0964533485285532	-0.0389328596313614	-0.00901462960765764	0.0738154570226362	0.014358805586657	0.0894621957379087	-0.0806190257368265	0.00184463201130925	0.156204698554402	-0.0652632739335401	0.00204928627535544	-0.0385436484792415	0.0434169589179396	-0.0249799331232441	-0.119728633076699	0.103120531710386	-0.0242795706538388	0.0402618781508533
SRR2734267	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36921577922282	-0.131133793699396	-0.118933335634492	0.0257639550057892	0.0318669040957547	-0.0390978285076147	0.0405837283794575	-0.142386626786607	0.107336643537851	0.0235144010154419	0.0417321326036047	-0.000971600630322219	-0.156416157031422	-0.126597195797925	0.0410823762848247	0.117852085499133	-0.0287301567732116	0.17992702440531	-0.128345996956302	0.0877356813554983	-0.0586073850506408	-0.0861232645837766	-0.250761188781134	-0.205560349828886	-0.136842571932439	0.0501668332391566	-0.0429029840771195	-0.0380977041809687	0.0620899374925042	-0.0498163582482968	0.129573586176748	0.089853129300859	-0.117109716627659	-0.0387407341160319	-0.00735576852533413	0.0791832742647435	0.0205765331010905	0.0975318038018496	-0.0898120541920823	0.00519415872677344	0.170373770384847	-0.0730348578787234	-0.0125097693690601	-0.0502973844646592	0.0431561160144462	-0.0287268258011737	-0.126094202139831	0.111768620530046	-0.0194267640658984	0.0342011187533875
SRR2734268	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.355526052449818	-0.13284004396058	-0.116650079279494	0.0350058270888437	0.0252449260774297	-0.026483239993193	0.0408160496277023	-0.135024031858879	0.0892497726387862	0.043465834649871	0.0326633235517492	-0.00265957372259764	-0.141450693587499	-0.138973667116949	0.0376220894848692	0.107271953065816	-0.036640336834266	0.16579626345295	-0.120955241602068	0.0784226448008877	-0.0451025706986751	-0.0929091132099833	-0.212848298169895	-0.203905194063488	-0.129535186664877	0.0516242695019607	-0.0418981288729755	-0.0411519385525095	0.0587625275296356	-0.0517242873497492	0.115444867048501	0.0801961532016744	-0.0999527208953695	-0.0366296959477374	-0.0110541923103291	0.0739657549019569	0.012495932402367	0.0853777340025526	-0.0795286273143797	0.00117493180058999	0.158318205396396	-0.0678941700938512	0.00527351205264787	-0.0376055754481522	0.0353686731548984	-0.027383825797486	-0.125503257721818	0.102401678855277	-0.0285104928541394	0.0336095518138844
SRR2734269	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.360252093447836	-0.136103649735838	-0.119899361235404	0.0360276620679694	0.021221239538164	-0.0254503991778522	0.0420103315594625	-0.137014642167795	0.087876759641034	0.0409142869906881	0.0279125367169642	-0.000409778283749463	-0.142281307342127	-0.145858414598606	0.0371131437733004	0.107735713410509	-0.0353204630533334	0.167828801070071	-0.12403346629992	0.0803237014286273	-0.0474075196427727	-0.0955329665578332	-0.212324708690237	-0.205327430550379	-0.130011685984407	0.0522213491261188	-0.0432470144468671	-0.0361002702497206	0.062064759867696	-0.0477113535550954	0.116289438571968	0.0818998341517969	-0.104203959353895	-0.037561049921748	-0.0101699858246159	0.0753171191377368	0.0131470583309172	0.086345293627179	-0.0828988287654501	-0.00130325973690288	0.152974361941744	-0.0725083398918053	0.00915557080389144	-0.0371817484802212	0.0418076124554657	-0.0338257454763305	-0.125869113347961	0.107110080996914	-0.028441210620302	0.0324476260385811
SRR2734270	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.354162938690672	-0.134334595345706	-0.111789856215257	0.0351812330992619	0.0200304759809363	-0.0202366406969998	0.0435201359534216	-0.14314651090677	0.0920830206692841	0.0445390571539763	0.0394750467403313	-0.00374408193559584	-0.136860671609412	-0.141635925016361	0.0337339735020226	0.107441206384284	-0.0308913272575849	0.177929380920145	-0.113001217947349	0.0736054450077289	-0.0439654742813514	-0.094633707117008	-0.218053408076483	-0.205346239100999	-0.118365712936825	0.0484404445629902	-0.0465863409340991	-0.0317803571675661	0.0605034272718787	-0.0387438051567097	0.123404119658299	0.0841542418322691	-0.102472131592458	-0.0295493952271169	-0.013560152218961	0.069898064490319	0.00891034089770345	0.0897589856650143	-0.0816698314761292	0.00250700786453808	0.155805446427066	-0.0716813333397546	0.00748231793557931	-0.0472072665998449	0.0339179897296724	-0.0250774134048849	-0.128537670606551	0.106889432473136	-0.0190863372921046	0.0291681491321461
