SampleID	Baseline_samples
SRR1813558	SRR1813558,SRR1813559,SRR869704,SRR2175385,SRR2175386,SRR2584798,SRR2584799,SRR4011057,SRR4011058,SRR4011059,SRR4011060,SRR2584790,SRR2584792,SRR4011061,SRR4011062,SRR2188664,SRR1609728,SRR1609730,SRR3313625,SRR3313628,SRR3313631,SRR1633194,SRR1633195,SRR4095542,SRR4095543,SRR4095544,SRR3141969,SRR3141970,SRR3141971,SRR3141972,SRR3141973,SRR3141974,SRR3141975,SRR3141976,SRR3141977,SRR3141978,SRR3141979,SRR3141980,SRR3141981,SRR3141982,SRR3141983,SRR3141984,SRR3141985,SRR3141986,SRR3141987,SRR3141988,SRR3141989,SRR3141990,SRR3141991,SRR3141992,SRR3141993,SRR3141994,SRR3141995,SRR3141996,SRR3141997,SRR3141998,SRR3141999,SRR3142000,SRR2924169,SRR2924173,SRR2016978,SRR2016979,SRR2016980,SRR359291,SRR2353136,SRR2353137,SRR2353138,SRR2353139,SRR3039602,SRR3039608,SRR1739300,SRR2040265,SRR2040266,SRR1910386,SRR1842716,SRR1842717,SRR1842718,SRR3402538,SRR3402539,SRR3402540,SRR3402541,SRR3402542,SRR3402543,SRR2005990,SRR2005992,SRR2005994,SRR2939131,SRR2939132,SRR2939133,SRR2939134,SRR2939135,SRR2939136,SRR1289650,SRR1174695,SRR452328,SRR452329,SRR452330,SRR452331,SRR452332,SRR452333,SRR2919782,SRR2919783,SRR2919784,SRR2919785,SRR1740042,SRR1740070,SRR2072602,SRR2072606,SRR2072610,SRR1613933,SRR3647475,SRR3647489,SRR1613937,SRR4040135,SRR4040136,SRR4040137,SRR4040138,SRR4040139,SRR4040140,SRR4241924,SRR4241925,SRR4241926,SRR4290857,SRR2069387,SRR2069388,SRR2069389,SRR3713907,SRR2453315,SRR2453316,SRR2453317,SRR2453328,SRR2453329,SRR2453330,SRR2453331,SRR3470678,SRR517997,SRR2453301,SRR2453303,SRR2453304,SRR2453306,SRR2453308,SRR2453310,SRR2734264,SRR2734265,SRR2734266,SRR2734267,SRR2734268,SRR2734269,SRR2734270,SRR2734271,SRR1919615,SRR3921603,SRR3921604,SRR3921605,SRR1950868,SRR1950869,SRR1950870,SRR1950871,SRR1950872,SRR1950873,SRR1950874,SRR1950875,SRR1950876,SRR1950877,SRR1950878,SRR4290863,SRR2939137,SRR2939138,SRR2939139,SRR2939140,SRR2910666,SRR2910667,SRR4422200,SRR4422201,SRR1200250,SRR1198658,SRR1198659,SRR1198660,SRR2392980,SRR2392981,SRR4421761,SRR4421762,SRR517999,SRR518000,SRR1740034,SRR1740062,SRR1613932,SRR3647474,SRR3647488,SRR1740074,SRR1740046,SRR1740086,SRR1740058,SRR1613934,SRR1613935,SRR4454303,SRR4454304,SRR4454305,SRR4454306,SRR4454307,SRR4454308,SRR4454309,SRR4454310,SRR4454432,SRR4454433,SRR4454434,SRR4454435,SRR4454436,SRR4454437,SRR3647476,SRR3647490,SRR3724617,SRR3724618,SRR3724621,SRR3724622,SRR3724625,SRR3724626,SRR1615171,SRR1615180,SRR1613936,SRR3647477,SRR3647491,SRR3724619,SRR3724620,SRR3724623,SRR3724624,SRR3724627,SRR3724628,SRR1740050,SRR1740078,SRR1613931,SRR1725971,SRR1725973,SRR1725975,SRR2072599,SRR2072600,SRR2072603,SRR2072604,SRR2072607,SRR2072608,SRR1740038,SRR3554814,SRR3554818,SRR3554824,SRR2989057,SRR2989058,SRR2989059,SRR4421439,SRR4421440,SRR4421925,SRR4421926,SRR4421887,SRR4421888,SRR4421772,SRR4421773,SRR2747462,SRR2747471,SRR3680526,SRR3680527,SRR3680530,SRR3680531,SRR3158894,SRR3158895,SRR1509541,SRR1509542,SRR1509543,SRR1509544,SRR3125898,SRR3125899,SRR3125900,SRR3125901,SRR1784223,SRR1784224,SRR1784225,SRR1928188,SRR1928189,SRR1928190,SRR2522093,SRR3593456,SRR3383318,SRR3383319,SRR3383320,SRR3383321,SRR3383322,SRR3383323,SRR3470679,SRR3594565,SRR3594566,SRR3594567,SRR3594568,SRR3594569,SRR3594570,SRR3594571,SRR3594572,SRR4869639,SRR4869641,SRR4869642,SRR4869648,SRR4869650,SRR3392365,SRR3392366,SRR3192576,SRR3192577,SRR2557089,SRR2557090,SRR2557091,SRR2557092,SRR2557093,SRR2557094,SRR2557095,SRR2557096,SRR2557097,SRR2557098,SRR2557099,SRR2557100,SRR2557105,SRR2557106,SRR2557107,SRR2557108,SRR2557114,SRR2557115,SRR2557116,SRR2557117,SRR2557118,SRR3749336,SRR3749337,SRR1586371,SRR1586372,SRR1273697,SRR1273698,SRR1273699,SRR1273700,SRR1273701,SRR1273702,SRR517998,SRR3931126,SRR3931128,SRR2959516,SRR2759114,SRR2759115,SRR2759116,SRR2759117,SRR2759118,SRR2759119,SRR2759120,SRR2759121,SRR2759122,SRR2759123,SRR2759124,SRR2759126,SRR2759127,SRR2759128,SRR2759129,SRR3082413,SRR3082414,SRR3418815,SRR3418919,SRR3418990,SRR3392354,SRR3392356,SRR3392358,SRR3392360,SRR3392362,SRR3188079,SRR3188080,SRR3188081,SRR3350923,SRR3350925,SRR3350927,SRR2927546,SRR2927547,SRR3182145,SRR3182155,SRR3182165,SRR3986921,SRR3986933,SRR3986945,SRR2218135,SRR2218136,SRR3073499,SRR3073500,SRR3073501,SRR3089084,SRR3089085,SRR3089086,SRR3089087,SRR3583291,SRR3583293,SRR2651086,SRR2651087,SRR3189432,SRR3189433,SRR8439938,SRR8439939,SRR8439940,SRR5938372,SRR5938376,SRR6260992,SRR6260993,SRR6260994,SRR2145735,SRR2145736,SRR2145737,SRR2145738,SRR2145751,SRR2145753,SRR2145754,SRR2145752,SRR2145819,SRR2145820,SRR2145821,SRR2145831,SRR2145832,SRR2145833
SRR1813559	SRR1813558,SRR1813559,SRR869704,SRR2175385,SRR2175386,SRR2584798,SRR2584799,SRR4011057,SRR4011058,SRR4011059,SRR4011060,SRR2584790,SRR2584792,SRR4011061,SRR4011062,SRR2188664,SRR1609728,SRR1609730,SRR3313625,SRR3313628,SRR3313631,SRR1633194,SRR1633195,SRR4095542,SRR4095543,SRR4095544,SRR3141969,SRR3141970,SRR3141971,SRR3141972,SRR3141973,SRR3141974,SRR3141975,SRR3141976,SRR3141977,SRR3141978,SRR3141979,SRR3141980,SRR3141981,SRR3141982,SRR3141983,SRR3141984,SRR3141985,SRR3141986,SRR3141987,SRR3141988,SRR3141989,SRR3141990,SRR3141991,SRR3141992,SRR3141993,SRR3141994,SRR3141995,SRR3141996,SRR3141997,SRR3141998,SRR3141999,SRR3142000,SRR2924169,SRR2924173,SRR2016978,SRR2016979,SRR2016980,SRR359291,SRR2353136,SRR2353137,SRR2353138,SRR2353139,SRR3039602,SRR3039608,SRR1739300,SRR2040265,SRR2040266,SRR1910386,SRR1842716,SRR1842717,SRR1842718,SRR3402538,SRR3402539,SRR3402540,SRR3402541,SRR3402542,SRR3402543,SRR2005990,SRR2005992,SRR2005994,SRR2939131,SRR2939132,SRR2939133,SRR2939134,SRR2939135,SRR2939136,SRR1289650,SRR1174695,SRR452328,SRR452329,SRR452330,SRR452331,SRR452332,SRR452333,SRR2919782,SRR2919783,SRR2919784,SRR2919785,SRR1740042,SRR1740070,SRR2072602,SRR2072606,SRR2072610,SRR1613933,SRR3647475,SRR3647489,SRR1613937,SRR4040135,SRR4040136,SRR4040137,SRR4040138,SRR4040139,SRR4040140,SRR4241924,SRR4241925,SRR4241926,SRR4290857,SRR2069387,SRR2069388,SRR2069389,SRR3713907,SRR2453315,SRR2453316,SRR2453317,SRR2453328,SRR2453329,SRR2453330,SRR2453331,SRR3470678,SRR517997,SRR2453301,SRR2453303,SRR2453304,SRR2453306,SRR2453308,SRR2453310,SRR2734264,SRR2734265,SRR2734266,SRR2734267,SRR2734268,SRR2734269,SRR2734270,SRR2734271,SRR1919615,SRR3921603,SRR3921604,SRR3921605,SRR1950868,SRR1950869,SRR1950870,SRR1950871,SRR1950872,SRR1950873,SRR1950874,SRR1950875,SRR1950876,SRR1950877,SRR1950878,SRR4290863,SRR2939137,SRR2939138,SRR2939139,SRR2939140,SRR2910666,SRR2910667,SRR4422200,SRR4422201,SRR1200250,SRR1198658,SRR1198659,SRR1198660,SRR2392980,SRR2392981,SRR4421761,SRR4421762,SRR517999,SRR518000,SRR1740034,SRR1740062,SRR1613932,SRR3647474,SRR3647488,SRR1740074,SRR1740046,SRR1740086,SRR1740058,SRR1613934,SRR1613935,SRR4454303,SRR4454304,SRR4454305,SRR4454306,SRR4454307,SRR4454308,SRR4454309,SRR4454310,SRR4454432,SRR4454433,SRR4454434,SRR4454435,SRR4454436,SRR4454437,SRR3647476,SRR3647490,SRR3724617,SRR3724618,SRR3724621,SRR3724622,SRR3724625,SRR3724626,SRR1615171,SRR1615180,SRR1613936,SRR3647477,SRR3647491,SRR3724619,SRR3724620,SRR3724623,SRR3724624,SRR3724627,SRR3724628,SRR1740050,SRR1740078,SRR1613931,SRR1725971,SRR1725973,SRR1725975,SRR2072599,SRR2072600,SRR2072603,SRR2072604,SRR2072607,SRR2072608,SRR1740038,SRR3554814,SRR3554818,SRR3554824,SRR2989057,SRR2989058,SRR2989059,SRR4421439,SRR4421440,SRR4421925,SRR4421926,SRR4421887,SRR4421888,SRR4421772,SRR4421773,SRR2747462,SRR2747471,SRR3680526,SRR3680527,SRR3680530,SRR3680531,SRR3158894,SRR3158895,SRR1509541,SRR1509542,SRR1509543,SRR1509544,SRR3125898,SRR3125899,SRR3125900,SRR3125901,SRR1784223,SRR1784224,SRR1784225,SRR1928188,SRR1928189,SRR1928190,SRR2522093,SRR3593456,SRR3383318,SRR3383319,SRR3383320,SRR3383321,SRR3383322,SRR3383323,SRR3470679,SRR3594565,SRR3594566,SRR3594567,SRR3594568,SRR3594569,SRR3594570,SRR3594571,SRR3594572,SRR4869639,SRR4869641,SRR4869642,SRR4869648,SRR4869650,SRR3392365,SRR3392366,SRR3192576,SRR3192577,SRR2557089,SRR2557090,SRR2557091,SRR2557092,SRR2557093,SRR2557094,SRR2557095,SRR2557096,SRR2557097,SRR2557098,SRR2557099,SRR2557100,SRR2557105,SRR2557106,SRR2557107,SRR2557108,SRR2557114,SRR2557115,SRR2557116,SRR2557117,SRR2557118,SRR3749336,SRR3749337,SRR1586371,SRR1586372,SRR1273697,SRR1273698,SRR1273699,SRR1273700,SRR1273701,SRR1273702,SRR517998,SRR3931126,SRR3931128,SRR2959516,SRR2759114,SRR2759115,SRR2759116,SRR2759117,SRR2759118,SRR2759119,SRR2759120,SRR2759121,SRR2759122,SRR2759123,SRR2759124,SRR2759126,SRR2759127,SRR2759128,SRR2759129,SRR3082413,SRR3082414,SRR3418815,SRR3418919,SRR3418990,SRR3392354,SRR3392356,SRR3392358,SRR3392360,SRR3392362,SRR3188079,SRR3188080,SRR3188081,SRR3350923,SRR3350925,SRR3350927,SRR2927546,SRR2927547,SRR3182145,SRR3182155,SRR3182165,SRR3986921,SRR3986933,SRR3986945,SRR2218135,SRR2218136,SRR3073499,SRR3073500,SRR3073501,SRR3089084,SRR3089085,SRR3089086,SRR3089087,SRR3583291,SRR3583293,SRR2651086,SRR2651087,SRR3189432,SRR3189433,SRR8439938,SRR8439939,SRR8439940,SRR5938372,SRR5938376,SRR6260992,SRR6260993,SRR6260994,SRR2145735,SRR2145736,SRR2145737,SRR2145738,SRR2145751,SRR2145753,SRR2145754,SRR2145752,SRR2145819,SRR2145820,SRR2145821,SRR2145831,SRR2145832,SRR2145834
SRR869704	SRR1813558,SRR1813559,SRR869704,SRR2175385,SRR2175386,SRR2584798,SRR2584799,SRR4011057,SRR4011058,SRR4011059,SRR4011060,SRR2584790,SRR2584792,SRR4011061,SRR4011062,SRR2188664,SRR1609728,SRR1609730,SRR3313625,SRR3313628,SRR3313631,SRR1633194,SRR1633195,SRR4095542,SRR4095543,SRR4095544,SRR3141969,SRR3141970,SRR3141971,SRR3141972,SRR3141973,SRR3141974,SRR3141975,SRR3141976,SRR3141977,SRR3141978,SRR3141979,SRR3141980,SRR3141981,SRR3141982,SRR3141983,SRR3141984,SRR3141985,SRR3141986,SRR3141987,SRR3141988,SRR3141989,SRR3141990,SRR3141991,SRR3141992,SRR3141993,SRR3141994,SRR3141995,SRR3141996,SRR3141997,SRR3141998,SRR3141999,SRR3142000,SRR2924169,SRR2924173,SRR2016978,SRR2016979,SRR2016980,SRR359291,SRR2353136,SRR2353137,SRR2353138,SRR2353139,SRR3039602,SRR3039608,SRR1739300,SRR2040265,SRR2040266,SRR1910386,SRR1842716,SRR1842717,SRR1842718,SRR3402538,SRR3402539,SRR3402540,SRR3402541,SRR3402542,SRR3402543,SRR2005990,SRR2005992,SRR2005994,SRR2939131,SRR2939132,SRR2939133,SRR2939134,SRR2939135,SRR2939136,SRR1289650,SRR1174695,SRR452328,SRR452329,SRR452330,SRR452331,SRR452332,SRR452333,SRR2919782,SRR2919783,SRR2919784,SRR2919785,SRR1740042,SRR1740070,SRR2072602,SRR2072606,SRR2072610,SRR1613933,SRR3647475,SRR3647489,SRR1613937,SRR4040135,SRR4040136,SRR4040137,SRR4040138,SRR4040139,SRR4040140,SRR4241924,SRR4241925,SRR4241926,SRR4290857,SRR2069387,SRR2069388,SRR2069389,SRR3713907,SRR2453315,SRR2453316,SRR2453317,SRR2453328,SRR2453329,SRR2453330,SRR2453331,SRR3470678,SRR517997,SRR2453301,SRR2453303,SRR2453304,SRR2453306,SRR2453308,SRR2453310,SRR2734264,SRR2734265,SRR2734266,SRR2734267,SRR2734268,SRR2734269,SRR2734270,SRR2734271,SRR1919615,SRR3921603,SRR3921604,SRR3921605,SRR1950868,SRR1950869,SRR1950870,SRR1950871,SRR1950872,SRR1950873,SRR1950874,SRR1950875,SRR1950876,SRR1950877,SRR1950878,SRR4290863,SRR2939137,SRR2939138,SRR2939139,SRR2939140,SRR2910666,SRR2910667,SRR4422200,SRR4422201,SRR1200250,SRR1198658,SRR1198659,SRR1198660,SRR2392980,SRR2392981,SRR4421761,SRR4421762,SRR517999,SRR518000,SRR1740034,SRR1740062,SRR1613932,SRR3647474,SRR3647488,SRR1740074,SRR1740046,SRR1740086,SRR1740058,SRR1613934,SRR1613935,SRR4454303,SRR4454304,SRR4454305,SRR4454306,SRR4454307,SRR4454308,SRR4454309,SRR4454310,SRR4454432,SRR4454433,SRR4454434,SRR4454435,SRR4454436,SRR4454437,SRR3647476,SRR3647490,SRR3724617,SRR3724618,SRR3724621,SRR3724622,SRR3724625,SRR3724626,SRR1615171,SRR1615180,SRR1613936,SRR3647477,SRR3647491,SRR3724619,SRR3724620,SRR3724623,SRR3724624,SRR3724627,SRR3724628,SRR1740050,SRR1740078,SRR1613931,SRR1725971,SRR1725973,SRR1725975,SRR2072599,SRR2072600,SRR2072603,SRR2072604,SRR2072607,SRR2072608,SRR1740038,SRR3554814,SRR3554818,SRR3554824,SRR2989057,SRR2989058,SRR2989059,SRR4421439,SRR4421440,SRR4421925,SRR4421926,SRR4421887,SRR4421888,SRR4421772,SRR4421773,SRR2747462,SRR2747471,SRR3680526,SRR3680527,SRR3680530,SRR3680531,SRR3158894,SRR3158895,SRR1509541,SRR1509542,SRR1509543,SRR1509544,SRR3125898,SRR3125899,SRR3125900,SRR3125901,SRR1784223,SRR1784224,SRR1784225,SRR1928188,SRR1928189,SRR1928190,SRR2522093,SRR3593456,SRR3383318,SRR3383319,SRR3383320,SRR3383321,SRR3383322,SRR3383323,SRR3470679,SRR3594565,SRR3594566,SRR3594567,SRR3594568,SRR3594569,SRR3594570,SRR3594571,SRR3594572,SRR4869639,SRR4869641,SRR4869642,SRR4869648,SRR4869650,SRR3392365,SRR3392366,SRR3192576,SRR3192577,SRR2557089,SRR2557090,SRR2557091,SRR2557092,SRR2557093,SRR2557094,SRR2557095,SRR2557096,SRR2557097,SRR2557098,SRR2557099,SRR2557100,SRR2557105,SRR2557106,SRR2557107,SRR2557108,SRR2557114,SRR2557115,SRR2557116,SRR2557117,SRR2557118,SRR3749336,SRR3749337,SRR1586371,SRR1586372,SRR1273697,SRR1273698,SRR1273699,SRR1273700,SRR1273701,SRR1273702,SRR517998,SRR3931126,SRR3931128,SRR2959516,SRR2759114,SRR2759115,SRR2759116,SRR2759117,SRR2759118,SRR2759119,SRR2759120,SRR2759121,SRR2759122,SRR2759123,SRR2759124,SRR2759126,SRR2759127,SRR2759128,SRR2759129,SRR3082413,SRR3082414,SRR3418815,SRR3418919,SRR3418990,SRR3392354,SRR3392356,SRR3392358,SRR3392360,SRR3392362,SRR3188079,SRR3188080,SRR3188081,SRR3350923,SRR3350925,SRR3350927,SRR2927546,SRR2927547,SRR3182145,SRR3182155,SRR3182165,SRR3986921,SRR3986933,SRR3986945,SRR2218135,SRR2218136,SRR3073499,SRR3073500,SRR3073501,SRR3089084,SRR3089085,SRR3089086,SRR3089087,SRR3583291,SRR3583293,SRR2651086,SRR2651087,SRR3189432,SRR3189433,SRR8439938,SRR8439939,SRR8439940,SRR5938372,SRR5938376,SRR6260992,SRR6260993,SRR6260994,SRR2145735,SRR2145736,SRR2145737,SRR2145738,SRR2145751,SRR2145753,SRR2145754,SRR2145752,SRR2145819,SRR2145820,SRR2145821,SRR2145831,SRR2145832,SRR2145835
SRR2175385	SRR1813558,SRR1813559,SRR869704,SRR2175385,SRR2175386,SRR2584798,SRR2584799,SRR4011057,SRR4011058,SRR4011059,SRR4011060,SRR2584790,SRR2584792,SRR4011061,SRR4011062,SRR2188664,SRR1609728,SRR1609730,SRR3313625,SRR3313628,SRR3313631,SRR1633194,SRR1633195,SRR4095542,SRR4095543,SRR4095544,SRR3141969,SRR3141970,SRR3141971,SRR3141972,SRR3141973,SRR3141974,SRR3141975,SRR3141976,SRR3141977,SRR3141978,SRR3141979,SRR3141980,SRR3141981,SRR3141982,SRR3141983,SRR3141984,SRR3141985,SRR3141986,SRR3141987,SRR3141988,SRR3141989,SRR3141990,SRR3141991,SRR3141992,SRR3141993,SRR3141994,SRR3141995,SRR3141996,SRR3141997,SRR3141998,SRR3141999,SRR3142000,SRR2924169,SRR2924173,SRR2016978,SRR2016979,SRR2016980,SRR359291,SRR2353136,SRR2353137,SRR2353138,SRR2353139,SRR3039602,SRR3039608,SRR1739300,SRR2040265,SRR2040266,SRR1910386,SRR1842716,SRR1842717,SRR1842718,SRR3402538,SRR3402539,SRR3402540,SRR3402541,SRR3402542,SRR3402543,SRR2005990,SRR2005992,SRR2005994,SRR2939131,SRR2939132,SRR2939133,SRR2939134,SRR2939135,SRR2939136,SRR1289650,SRR1174695,SRR452328,SRR452329,SRR452330,SRR452331,SRR452332,SRR452333,SRR2919782,SRR2919783,SRR2919784,SRR2919785,SRR1740042,SRR1740070,SRR2072602,SRR2072606,SRR2072610,SRR1613933,SRR3647475,SRR3647489,SRR1613937,SRR4040135,SRR4040136,SRR4040137,SRR4040138,SRR4040139,SRR4040140,SRR4241924,SRR4241925,SRR4241926,SRR4290857,SRR2069387,SRR2069388,SRR2069389,SRR3713907,SRR2453315,SRR2453316,SRR2453317,SRR2453328,SRR2453329,SRR2453330,SRR2453331,SRR3470678,SRR517997,SRR2453301,SRR2453303,SRR2453304,SRR2453306,SRR2453308,SRR2453310,SRR2734264,SRR2734265,SRR2734266,SRR2734267,SRR2734268,SRR2734269,SRR2734270,SRR2734271,SRR1919615,SRR3921603,SRR3921604,SRR3921605,SRR1950868,SRR1950869,SRR1950870,SRR1950871,SRR1950872,SRR1950873,SRR1950874,SRR1950875,SRR1950876,SRR1950877,SRR1950878,SRR4290863,SRR2939137,SRR2939138,SRR2939139,SRR2939140,SRR2910666,SRR2910667,SRR4422200,SRR4422201,SRR1200250,SRR1198658,SRR1198659,SRR1198660,SRR2392980,SRR2392981,SRR4421761,SRR4421762,SRR517999,SRR518000,SRR1740034,SRR1740062,SRR1613932,SRR3647474,SRR3647488,SRR1740074,SRR1740046,SRR1740086,SRR1740058,SRR1613934,SRR1613935,SRR4454303,SRR4454304,SRR4454305,SRR4454306,SRR4454307,SRR4454308,SRR4454309,SRR4454310,SRR4454432,SRR4454433,SRR4454434,SRR4454435,SRR4454436,SRR4454437,SRR3647476,SRR3647490,SRR3724617,SRR3724618,SRR3724621,SRR3724622,SRR3724625,SRR3724626,SRR1615171,SRR1615180,SRR1613936,SRR3647477,SRR3647491,SRR3724619,SRR3724620,SRR3724623,SRR3724624,SRR3724627,SRR3724628,SRR1740050,SRR1740078,SRR1613931,SRR1725971,SRR1725973,SRR1725975,SRR2072599,SRR2072600,SRR2072603,SRR2072604,SRR2072607,SRR2072608,SRR1740038,SRR3554814,SRR3554818,SRR3554824,SRR2989057,SRR2989058,SRR2989059,SRR4421439,SRR4421440,SRR4421925,SRR4421926,SRR4421887,SRR4421888,SRR4421772,SRR4421773,SRR2747462,SRR2747471,SRR3680526,SRR3680527,SRR3680530,SRR3680531,SRR3158894,SRR3158895,SRR1509541,SRR1509542,SRR1509543,SRR1509544,SRR3125898,SRR3125899,SRR3125900,SRR3125901,SRR1784223,SRR1784224,SRR1784225,SRR1928188,SRR1928189,SRR1928190,SRR2522093,SRR3593456,SRR3383318,SRR3383319,SRR3383320,SRR3383321,SRR3383322,SRR3383323,SRR3470679,SRR3594565,SRR3594566,SRR3594567,SRR3594568,SRR3594569,SRR3594570,SRR3594571,SRR3594572,SRR4869639,SRR4869641,SRR4869642,SRR4869648,SRR4869650,SRR3392365,SRR3392366,SRR3192576,SRR3192577,SRR2557089,SRR2557090,SRR2557091,SRR2557092,SRR2557093,SRR2557094,SRR2557095,SRR2557096,SRR2557097,SRR2557098,SRR2557099,SRR2557100,SRR2557105,SRR2557106,SRR2557107,SRR2557108,SRR2557114,SRR2557115,SRR2557116,SRR2557117,SRR2557118,SRR3749336,SRR3749337,SRR1586371,SRR1586372,SRR1273697,SRR1273698,SRR1273699,SRR1273700,SRR1273701,SRR1273702,SRR517998,SRR3931126,SRR3931128,SRR2959516,SRR2759114,SRR2759115,SRR2759116,SRR2759117,SRR2759118,SRR2759119,SRR2759120,SRR2759121,SRR2759122,SRR2759123,SRR2759124,SRR2759126,SRR2759127,SRR2759128,SRR2759129,SRR3082413,SRR3082414,SRR3418815,SRR3418919,SRR3418990,SRR3392354,SRR3392356,SRR3392358,SRR3392360,SRR3392362,SRR3188079,SRR3188080,SRR3188081,SRR3350923,SRR3350925,SRR3350927,SRR2927546,SRR2927547,SRR3182145,SRR3182155,SRR3182165,SRR3986921,SRR3986933,SRR3986945,SRR2218135,SRR2218136,SRR3073499,SRR3073500,SRR3073501,SRR3089084,SRR3089085,SRR3089086,SRR3089087,SRR3583291,SRR3583293,SRR2651086,SRR2651087,SRR3189432,SRR3189433,SRR8439938,SRR8439939,SRR8439940,SRR5938372,SRR5938376,SRR6260992,SRR6260993,SRR6260994,SRR2145735,SRR2145736,SRR2145737,SRR2145738,SRR2145751,SRR2145753,SRR2145754,SRR2145752,SRR2145819,SRR2145820,SRR2145821,SRR2145831,SRR2145832,SRR2145836
